40.78770000      26.02078600      57.70382000      52.34800000      6.38386000
44.21680000      51.77233900      14.06244000      58.10124200      56.58800000
26.91600000      99.88660000      12.01851400      67.01200000      73.54867100
59.84574242      86.94400000      64.86620000      85.72200000      89.97252700
38.64974800      61.53541518      25.15950000      18.50591400      77.23600000
51.13082000      41.80559000      6.58060000      18.95285080      97.61067700
49.96546200      69.97254491      40.60858045      33.15010000      2.93470447
31.42858100      43.18720000      95.70372466      29.43080200      28.02786000
30.78175000      58.80780084      11.40697450      12.79411280      99.67970100
86.24497774      74.03495590      80.22660000      83.13173687      36.35620000
83.24969000      51.31270000      23.75510000      64.45287810      97.01962000
13.41280000      53.44600000      87.55100000      10.59152040      98.32022000
89.01807000      96.34445500      61.89270000      37.10845000      35.54270000
76.35470000      2.33246549      37.53840789      74.84220000      26.69700000
28.01800000      6.04217000      19.99899610      58.52671000      61.18674000
44.78500000      81.77049100      51.25440500      98.57410000      96.66170380
30.82562500      59.19010000      11.22002910      88.15697870      64.70400000
77.47499576      79.93153801      31.60200000      30.11075000      80.14661552
64.70280000      51.90980000      3.90550000      17.13900000      21.53339200
74.93588371      31.95800500      34.43450000      92.50035450      72.11060200
11.55300000      47.56999715      5.17780000      73.90969000      87.65540000
43.94849060      8.00390000      49.00804560      13.44285100      0.21116000
50.50698005      17.79900000      0.06640680      35.04500000      96.11617000
82.37458745      37.63996920      12.14077600      74.01341774      50.15840000
90.40210000      0.05444689      90.21000000      26.79153000      74.52158650
99.31420000      63.14456840      26.18173890      5.57131900      6.48308167
15.73690732      99.55419000      16.12320000      14.95132000      27.70571434
74.09000000      16.44080000      66.37049000      19.28300000      32.23421000
9.24630000      52.12703500      1.72176125      28.23074864      30.86420000
2.70083000      82.39251270      34.53900000      96.99636100      94.95608750
32.67210000      53.38781700      83.94593673      9.22030053      4.76130000
79.48859170      22.56200000      44.34405290      16.47800000      93.59467366
45.96465540      96.82900000      52.87200000      77.84400000      86.01700000
0.22227200      94.16900000      74.20067831      18.26535901      76.12300000
15.34136540      4.95173713      45.36026700      65.42660282      89.63920000
57.69078500      36.09676101      17.96205320      93.30750230      45.47497080
78.11070450      79.07730000      57.94466000      87.23620000      52.95200000
74.51271000      18.74500000      57.18347315      4.60007300      50.47327476
31.08923500      59.81690000      54.96280000      99.37640000      51.63676125
31.47377000      98.42340000      12.74551000      27.71800000      88.96100000
42.67397108      1.74583786      89.46250610      36.07680000      94.67620000
0.90497200      21.94900000      4.25820000      32.93995850      79.53813880
3.52062600      48.88100000      31.35543400      15.42246500      32.08022000
46.22357300      8.68780208      55.72040200      4.93834000      27.51206830
97.26700000      97.42369300      36.71248700      54.80621000      28.45390000
62.94600200      54.37409100      60.21931160      94.23192000      24.29993490
83.12681100      94.94115500      50.58839000      77.97910000      68.19879000
33.80100000      5.51340000      78.30430266      89.36450568      71.56100000
92.57791000      65.51727200      94.67589700      84.58228000      4.81017070
79.86584460      66.71580000      97.19251270      36.36900000      75.88225700
35.72924000      7.64324000      56.90658400      81.95325950      58.66003568
68.91900000      61.49300000      2.42984400      52.49560633      25.29650000
