26.39900	61.86684	10.66921	 1.87521	95.89571
38.23507	78.59140	85.44700	61.21751	74.57640
11.78069	81.36075	34.01587	34.64980	36.00546
34.61250	72.90500	 2.37594	17.09670	89.67181
33.31968	73.64166	77.05651	50.25423	 3.44070
 3.62119	36.21650	69.23728	 8.62944	88.94011
65.03714	98.68663	 2.06014	24.30353	82.63579
91.01827	 3.36457	76.75939	26.30684	47.64041
72.70025	40.99075	60.04994	60.05400	55.37096
80.97301	46.33447	23.22200	76.94572	57.98700
10.53791	81.34274	29.80182	18.19900	78.08170
61.81500	45.33800	12.07120	11.89484	16.00379
68.45330	44.13337	17.48655	19.70900	22.67100
88.98619	68.74076	69.94100	79.00600	72.10806
41.64823	 6.70217	73.58732	95.10300	34.52800
39.46457	79.95595	83.69053	39.07800	16.69590
89.94558	42.51306	86.88023	18.57447	 8.62634
68.57766	54.67669	94.26600	 2.77609	62.17505
56.75900	85.80895	 8.05704	35.82492	22.99868
94.44880	 4.28130	 6.38577	31.48411	10.76970
36.72000	21.36049	66.42104	75.45201	78.66463
59.97100	 3.60412	 8.08555	63.12013	30.33560
16.68660	11.33260	56.31754	28.69300	67.00477
40.84700	 1.51625	26.96385	49.54100	50.45904
23.18100	 4.96146	74.61566	12.18729	52.11622
96.35099	85.29024	61.99269	81.06017	 0.54196
18.01401	10.56500	29.48677	87.42900	64.92897
77.51724	62.91628	26.09900	82.00917	37.42300
31.86600	81.08045	56.09310	32.99209	 7.75600
 8.03545	28.51541	54.40174	73.46800	42.81172
41.99692	56.53042	13.67501	70.14048	52.10770
73.08700	94.33018	84.95680	21.64010	77.84367
88.50500	35.11627	 2.87672	60.10960	13.48119
54.70303	44.07900	 8.21823	17.90030	83.54059
39.25898	96.33695	14.98693	28.97400	12.52000
77.07700	27.30163	40.69614	62.89819	31.83648
95.20700	85.71822	47.05200	 5.68931	77.72758
59.83500	35.88609	96.24400	54.53570	59.72915
66.00795	24.08300	57.33068	38.87300	47.45800
84.30707	61.00800	 0.76936	 7.05272	35.22408
62.69020	76.96689	70.83883	35.38346	46.78250
29.35360	63.05100	39.84030	 7.78216	63.46547
81.94351	56.94787	74.18436	48.05240	62.26200
44.15972	 5.91314	18.64505	74.43657	71.19820
40.78811	36.89948	81.84076	69.60020	 4.68368
17.14400	30.88100	65.12230	50.32091	34.41825
51.56124	 2.86197	68.13460	 7.27515	46.82478
95.49641	46.43530	 5.90349	24.39739	13.53141
24.65868	29.46910	22.83804	86.07510	27.40800
 6.08598	 6.28344	13.14887	22.50641	48.94934
81.27193	 9.04355	36.86700	 2.78298	73.30005
85.42648	 7.28010	21.55951	68.18325	72.19760
10.85883	91.54500	23.74200	96.49451	59.66300
33.77912	63.56970	47.45700	31.61327	57.41700
51.88573	89.30710	45.32019	14.05513	80.94540
46.59140	85.12305	72.08522	15.87145	72.23000
91.54146	87.55660	60.79618	26.95047	56.94186
54.05471	75.84473	56.92222	66.58398	 2.27191
27.34850	59.21868	32.66703	75.97040	64.15510
56.83800	41.67000	87.08325	60.72770	42.30148
43.03100	79.20198	 8.85984	21.64890	62.72023
46.91090	22.80342	29.47990	51.49000	37.02138
50.95076	46.77723	63.78700	25.81500	39.90267
59.35418	87.91846	73.49193	28.02040	17.66464
77.79600	53.67880	19.17756	15.03900	73.90042
41.57668	37.13200	58.04534	 2.20651	99.52840
 3.10919	14.47666	92.73190	40.31233	38.21241
37.47520	50.84152	14.52173	93.21582	33.26034
97.41148	48.37100	 5.26916	26.85850	65.53121
41.50700	79.59280	88.06569	12.70000	 9.17925
47.30634	84.01700	95.86785	12.95895	25.97264
35.14643	 1.74473	24.89400	50.18620	62.15055
19.09234	88.79421	26.62489	83.37622	 3.44468
39.98200	28.10900	38.35000	21.06341	41.95774
30.11400	26.38940	55.26618	41.84211	80.44528
82.22255	54.97109	14.32210	95.30761	62.21664
17.47717	28.73673	40.13900	58.84179	48.62117
47.23630	 9.85429	71.67000	78.52889	57.66992
84.31300	67.28200	19.00044	69.48400	22.96305
 2.84461	62.39700	45.84500	47.32993	63.44289
89.35298	14.90530	55.91654	55.64631	84.78700
52.82850	39.54974	62.20530	37.95500	65.60396
36.98400	41.62317	97.55420	62.44100	36.97980
16.72900	67.93960	37.66786	84.78042	82.66033
44.53841	22.12781	20.72051	75.34120	41.60130
74.45773	74.89983	52.24964	87.93573	33.32130
 1.41367	 9.75604	27.21421	98.43899	97.32730
97.63956	48.81900	57.15675	30.57300	83.55547
37.92351	31.42565	72.22917	75.20096	51.26980
90.11405	24.64022	49.48252	 4.59221	34.99872
70.05705	86.98913	24.79187	53.43140	15.82075
50.70200	49.26100	 5.61315	99.32484	29.82819
32.89170	69.82749	17.12816	35.16800	 7.07192
22.95550	40.22985	72.79430	55.89951	55.32100
61.90622	68.47720	43.08178	66.87959	74.39500
44.08504	37.57699	10.75016	60.62309	70.48700
41.27827	 1.85670	56.93733	62.57684	43.49500
95.48061	 4.41130	93.37900	62.10880	32.63782
62.62792	70.90608	87.21258	49.91800	70.29742
20.18078	84.81900	77.17100	33.27040	36.33686
