    0000026.399,  061.86683612, 10.66921053,    1.875210866,     95.89571287
     038.23507,      000078.5914,  00085.447, 00061.21751, 00074.5764
      11.78069273,  81.3607545, 0034.01587,      034.6498,  000036.00546
   000034.6125, 00072.905,     2.37593781,   0017.0967,  89.671811
   033.31967838, 73.64166,    77.0565095,50.25423,      003.4407
    003.6211949, 0036.2165, 69.237283,08.62943509,     0088.9401052
     065.0371419,   098.68663,  000002.06014,      024.30352529,     00082.63579
 91.018266,  03.364568,   076.759392,   26.306838, 00047.640415
72.7002507,0040.99075,     00060.04994,     0060.054,  55.370963
  080.973012,  0046.334468,0023.222, 00076.94572,      00057.987
 010.5379125,      081.3427447,     00029.801818,  0018.199,000078.0817
  000061.815,      000045.338,12.07120188,   11.89483965,      16.00378772
0000068.4533,    044.1333731,    17.48655,  00019.709,    00022.671
     0088.98619,68.74076,00069.941,  000079.006,    72.108063
    41.6482281,    06.70217,      73.58732334,     00095.103,000034.528
39.4645654,      000079.95595, 83.69052808, 000039.078,     016.6959
     89.945577,  0042.5130587,     86.880232,  018.57447016,0008.62634
    68.577665,   54.67669,    0000094.266,  2.776091,     62.17505144
      00056.759,   85.808953,   8.0570412,   35.824922,   00022.998685
  00094.4488,    0004.281297,      6.38577094,      0031.48411,   00010.769703
      0000036.72,21.3604864,     000066.42104,    075.45201185, 078.664632
  0000059.971,   0003.60412,008.08554573,      0063.120128,   0000030.3356
     00016.6866,  0000011.3326,     56.31754273,  0028.693,   67.004771
  0040.847,  00001.51625,    0026.9638509,      00000049.541,   0050.45904
      00023.181,   4.96145922, 74.61565824,12.1872943,  0052.11622
   96.350995,      85.29023893,    61.99269,81.0601718,      0.5419623
 018.01400753,   0010.565,  00029.486772,    000087.429,   64.92897
      077.51724,  0062.916277,     26.0989977,  0082.009171, 0037.423
    000031.866,081.080447,  000056.0931,  032.992094,0007.756
   00008.03545,28.5154086,     54.40174037,    0000073.468,      42.811724
    41.9969151,     000056.53042,   013.6750052,     70.140479,   000052.1077
 00073.087,      94.33017804,   084.9568,  0000021.6401, 77.84367083
  00088.505,   35.1162664,  2.876724656,     0000060.1096,   0013.481195
  000054.70303,  000044.079,     00008.218225,    000017.9003,      83.5405871
      039.25897829,      96.336945, 0014.986934,   0000028.974,      0000012.52
0000077.077,     0027.3016278, 40.6961386, 62.89818585,      00031.83648
      000095.207,      0085.71822,      0000047.052,  5.689312,   77.72757759
     000059.835,  35.8860908,0096.244,000054.5357,    59.72915
     00066.00795,   000024.083,     57.3306816,  0000038.873,      0047.458
     84.30707, 0061.008,    00.769363,    7.05271886,   00035.22408
  0062.6902, 76.96689,    070.83883,     035.38346,      00046.7825
   029.3536,   063.050996,   00039.8403,     7.7821585,0063.465474
    00081.943513,    56.94787,0074.18436, 0048.0523968,      000062.262
 0044.15972,  5.913143203,     18.6450479,  74.436568,71.198203
     0040.788113,00036.89948,   0081.8407639,    0000069.6002,    04.6836756
      0000017.144, 00000030.881,000065.1223,      0050.32091,   0034.418254
    51.561245,2.861970917,    0068.1346,7.275152891,     46.82477658
  95.496409,    046.4353,  005.9034868,  0024.39739, 13.53141
    000024.65868,29.46910101,    22.83803964,   000086.0751, 00000027.408
      6.085977623,      06.283439248,      000013.14887,   0022.5064067,   048.94933837
   00081.271931,     00009.04355, 00000036.867,    2.782979358, 73.30005
    0085.426485,   007.28010421,   21.55950919,  068.183254,     0000072.1976
     10.85882764,   0091.545,  0000023.742,    00096.494506,     00059.663
 33.77912084,     0063.5697,0047.457,     0031.61327,000057.417
51.88572678,  089.3071, 45.32019,14.05512925, 080.9454
  00046.5914,      85.1230544,0072.0852233,   00015.87145,000072.23
    91.54146497, 00087.5566,   060.7961785,26.95047002,    056.94186
     54.0547056,     00075.84473,      0056.9222165, 66.583976,   2.2719092
00027.3485,    59.218681,00032.66703, 00075.9704,  0064.1551
     000056.838,  000000041.67, 0087.0832514,      0060.7277,      42.30148384
    00043.031,     79.20197851,    8.859835,    00021.6489,      062.720228
046.91090119,     22.80342011,    0029.4799,      00051.49,0037.02138
   050.95076318,46.77722762,    00000063.787,    0025.815,   0039.902672
059.354184, 87.918465,73.49192762,      28.020395,    17.66464363
  0077.796,      000053.6788,     19.1775605, 0000015.039,  73.900418
      041.57668411,00037.132,58.04533876,2.20650796,     0099.5284
 003.109192,014.476656, 000092.7319,    40.31233385,   038.2124132
037.4752,50.8415224,14.5217264,      00093.215816,      033.26034
 97.41148361,   00000048.371, 00005.269156,     0026.8585,  00065.531207
   0000041.507,  0079.5928,    0088.06569, 0000000012.7,    9.17924612
     0047.3063439,0000084.017,  0095.867854,      012.95894817,     000025.97264
   35.146435,    01.74473007,    00000024.894,  050.18619958,   62.15054894
019.0923421,     88.794214,  26.62489079,    83.37622,03.44468
     00039.982,00000028.109, 00038.35,   21.0634055,      041.95774
0030.114,      0000026.3894,   055.2661754, 41.8421135,      080.445283
     00082.22255,   54.97109, 0014.3221,95.30760708,     062.216638
0017.47717, 028.736731,  000040.139,058.841793,      000048.62117
     0000047.2363, 9.85429048,      0000071.67,    0078.5288943, 57.669923
  000084.313,    00000067.282,    19.0004398,  00000069.484,  22.9630466
     2.844607498,0062.397, 00000045.845,    047.329934,   0063.4428866
  89.3529806, 000014.9053, 0055.91654,  55.6463092,      00084.787
0052.8285,39.549736,      62.20529633,      0000037.955,  65.60395525
     000036.984,41.6231661, 00097.554197,62.4410019,0000036.9798
    00016.729,000067.9396,  0037.6678625,00084.78042,     0082.6603284
   44.53841, 022.12781,      020.7205115,     000075.3412,  0041.6013
     74.45772734,   00074.89983, 00052.24964, 00087.93573,000033.3213
 01.41367044,     9.756036905, 00027.21421,   98.4389948,  097.3273
     97.63956147,     00000048.819,  57.1567464,      00000030.573,    83.55546605
     037.9235148,    031.42565,     000072.22917,0075.20096,     000051.2698
   00090.114048,      024.6402205,   049.48252,    04.59221,     034.998721
     00070.05705,      86.98912857,   24.79186722,000053.4314,      00015.820752
      0000050.702,     0000049.261,  00005.613154,  99.32483535,      0029.82819
0000032.8917, 69.82749016, 17.1281553,     000035.168,     007.07192
  0022.9555007,    40.2298516,    000072.7943,  55.899508,     00000055.321
 061.90622,0000068.4772,     043.08178,      00066.87959,    000074.395
   000044.08504, 0037.57699,    00010.75016,    60.623091,   000070.487
     41.278272,1.85669635,   00056.937328,   62.57683536,   00000043.495
   95.48060964,    004.4113,     0093.379,     062.1088,     32.63782
    62.627919,      70.90608,    00087.21258,   0000049.918,   70.29742197
     00020.180775, 00084.819,      0000077.171,    000033.2704,    36.33685574
