      8.72320366       0000092.0141     86.46065773 011.69307144 000001.461
     70.3305554     000000015.75      34.765844    0016.2508     93.771352
7.03274517    50.642743      000086.2887     25.8824477      94.455383
    48.41619      092.1028089 27.78206996      68.4409676  075.226425
 0008.841726  8.342956958      00043.0515 0063.55661      88.573781
 39.5364686  006.81407     00099.26144    021.27431       000012.393
     00000075.364  0059.2579811    0099.76304  0000044.4657     0000084.778
 082.02558502      039.7795    042.9305529     24.1484958  14.017677
  00000075.433 00041.7248   0082.224582  000007.1831   28.5258551
      78.35117127       062.87606    00024.87166      7.81385993       73.471092
  0027.49404       0008.73683 0072.62622     0051.366   001.25225751
    0085.85443      018.0637859       51.5748063       2.842075727       76.04336365
    75.76855522     0000033.2787   64.4797691    0000025.9531     043.81519
   0081.327    22.67101255    009.8228     0019.15144  014.2519
    95.84195035      079.26052822  0028.9841434   48.2075588 074.3381
000038.56924      000023.9415       098.40944887      00010.198       25.77795654
   36.31687459    59.26212     083.649687  84.47662363 00087.473097
  37.473293   0096.168   0062.937849   0088.1497945      0013.475183
 25.5632562  0063.99328 0024.302216 0017.4817 00090.361573
     0000036.7276     00052.7053     008.911819    00002.79723     9.7659961
  58.17198    66.91271  000006.7708    0000057.8552  68.3585019
000086.752  081.5429987    0028.221    093.4287 000000094.81
      010.9678    0090.726666       45.0670726   0038.5189     00084.953
      00065.758 90.78902264  28.59847891   000049.913       93.646735
      17.958543    11.755498  14.65315   000059.00882       00058.144
  61.9627509      03.196902177  58.20185061  14.3806248 0032.6133
     024.865187     00010.004517      000002.96708       00042.41458  000000027.65
   07.42824      0054.6686     0026.0929     000000079.14    00037.6315
     010.831228      0023.882       83.5821444  00049.9204 89.53002743
50.5486433      42.985528    066.8134   00.452468072  0018.7981439
     0063.25385  00080.73368 000080.3027     051.759183      28.5733389
  000068.2858    85.86706947   77.13754787      026.4178   0072.14226
      33.6572232    0045.20384 000046.7917  67.334026   000000039.79
     02.926832 0000036.1472  0.81004541      95.490185  001.6780127
  62.5026196       00000.8307     00086.1306 0000056.268    0063.0967688
  58.2964899   00053.589391  67.730802       0035.79789 031.6602603
   0033.084956     000059.25973       0000029.8347   007.1900338   89.679542
083.5001544  00000050.785 0023.2439   15.35131  18.96628722
08.78941    000071.62    29.492821      0.458093843     00053.36139
      63.26486082    00034.4887     00021.16169 0067.35978 098.53514789
 000052.24203     90.4624848       09.787469571     00000030.54      68.1125783
     000086.88369   00000077.946   0095.009383 00042.321083 0015.078781
     00099.89661  59.54914494 62.06728425       21.65008768      25.360934
      9.3112082  0000070.859  000084.9289   0079.377669   00023.551634
  0000074.944     035.389245       00000085.296       00046.801364       0075.0214033
   11.857506    000093.7537       00065.658       022.1742    0065.602887
     91.25100477    01.961409919     15.2408495  0024.2184 000075.778
    0000024.17     003.56721885      95.3631023     57.19910608     011.66766688
  097.7125397       4.676472055    000015.44092 00.3099937 000034.2083
   00000025.244       00000054.293       020.5685389   088.11185742      10.6203149
      32.594491 00038.81404     00000046.763       29.81149548     0056.1408
 00074.082  0000060.707    62.712532     78.35545679    10.44881
094.562638      0000004.8716   039.4710838 59.00016926    20.8263606
 78.9039314   00000097.081     047.8598458  00097.21 015.6218736
      84.59914939 85.57926996     00000048.026 00011.23888   60.56739717
    0066.5577       0022.436475 00054.16065 047.067971 000027.96193
  000038.48854       065.114482      78.983933     0000021.4648   0062.2320243
     25.70134569  46.2800881   40.89055543 000074.3996    63.38740282
91.62603226     000053.87472     00000040.683   0079.2543555    95.51179273
    000013.948      50.54209  96.14999495       59.158187     045.81314
39.2816312       22.1315075    0080.28743  00064.423712   93.3746767
    001.08329701    0063.859   096.947302 00030.834748    0096.188902
 39.356422  013.1469     00073.747    8.139370846   00000044.471
      00091.36733  0078.2299   000058.831    95.359363 56.48203
  000038.97462 0000087.672 0069.12998     0073.02959       049.94628
     000015.539 0000047.0589    0052.41644  0071.693  044.9212
     000042.012      78.05475     00083.52552      0012.4375       61.671445
     98.2966384  000000069.35     00061.226    044.18007681 0069.509509
    019.0094 0023.46252  0013.8693757      01.41173     00027.024965
  00000039.047     97.2927348   036.541574  66.88052244 0030.50781
51.42876361   0037.882       0065.4247  78.62025  038.3444587
     64.98618168 12.91430698   41.87409401  94.945291   069.202387
    0036.666712 005.9041878       063.95077087      62.454215 006.1906812
   74.89402935  074.5748839 00062.73335      48.7464392     029.15521484
      45.6392089    8.13587135    85.04855711   081.7923       0006.63538
      0019.30598   36.875474 90.009081  005.94886568     000071.149
  076.1726 0016.2279 24.74321786     00005.1377     39.27736878
    0066.2498801 0000033.2876     0004.82396   95.0894317     0000038.8244
     00050.573305    093.2586 0000078.806     47.68307418 0013.4129354
      07.812855      038.7998069       008.16992643  0079.9718     0030.584
   00040.160421       039.4871808    50.0028816   20.960665     000064.9163
000010.65871       000035.20585       0000063.97  000058.86026   00075.103302
     37.7882015    00026.044695 68.90885606  91.8844378 000098.073
090.160924      0062.331      00078.491 067.668732    00000019.617
     00042.07323  32.5178723      58.004913    00089.501    29.9720351
    00043.942853 0000020.384  000055.38749     0050.9243     00071.079576
000079.80906  0036.849     0071.5161728  004.298951      000023.16624
  24.6675156   018.13521     20.07024025       0000057.4518   0030.364
0069.7331  00050.59371      19.206846      22.80690279     064.9596
  0091.359505     000090.063 00066.4041   000096.964    52.83368133
      73.396652     00007.73087     0002.4811 025.33808882      00098.9651
     28.46067239     19.0111417 00099.117437      000008.5771     00025.0905
 0066.205937     9.382208069  0000087.0623      48.392569       00000066.032
   0085.1092     0002.0541  76.5177688   000021.8541     002.294945
  80.228622      036.23530606 000048.66616  024.5044 00048.7567
  78.40792117 057.0815    003.91164 00001.0413 83.7424491
    0000070.875    0050.4349699  56.0129375      4.980384447   00000092.764
     0000090.1265   46.599402      000010.305    00061.5326 65.154155
     47.29883148       0018.01713      0061.531589  031.8253    42.9640043
    098.003337     001.8281599      074.2546759 0063.69902   0021.57513
.9861705      14.42377412  0064.2748
047.16334   1.263343 0062.842245  00071.248181   00062.8882
00000082.18      050.86785499  007.7547   066.4003123    89.284149
